STRASSE,ADRESS_ID,STRASSE_HS,PLZ,STADTTEIL,WL_2024
Hunostraße,"305120024",Hunostraße 24,"94036",Heining,C
Carossastraße,"303800003",Carossastraße 3,"94036",Heining,C
Carossastraße,"303800005",Carossastraße 5,"94036",Heining,C
Hunostraße,"305120031",Hunostraße 31,"94036",Heining,C
Heininger Straße,"304890059",Heininger Straße 59,"94036",Heining,C
Hunostraße,"305120033",Hunostraße 33,"94036",Heining,C
Heininger Straße,"304890081",Heininger Straße 81,"94036",Heining,C
Carossastraße,"303800008",Carossastraße 8,"94036",Heining,C
Heininger Straße,"304890085",Heininger Straße 85,"94036",Heining,C
Heininger Straße,"304890075",Heininger Straße 75,"94036",Heining,C
Heininger Straße,"304890083",Heininger Straße 83,"94036",Heining,C
Hunostraße,"305120035",Hunostraße 35,"94036",Heining,C
Heininger Straße,"304890073",Heininger Straße 73,"94036",Heining,C
Carossastraße,303800005A,Carossastraße 5A,"94036",Heining,C
Heininger Straße,"304890077",Heininger Straße 77,"94036",Heining,C
Heininger Straße,"304890071",Heininger Straße 71,"94036",Heining,C
Heininger Straße,"304890069",Heininger Straße 69,"94036",Heining,C
Heininger Straße,304890067A,Heininger Straße 67A,"94036",Heining,C
Rittsteiger Straße,306940004A,Rittsteiger Straße 4A,"94036",Heining,C
Hunostraße,"305120004",Hunostraße 4,"94036",Heining,C
Rittsteiger Straße,"306940101",Rittsteiger Straße 101,"94036",Rittsteig,C
Rittsteiger Straße,"306940103",Rittsteiger Straße 103,"94036",Rittsteig,C
Rittsteiger Straße,"306940091",Rittsteiger Straße 91,"94036",Rittsteig,C
Rittsteiger Straße,"306940071",Rittsteiger Straße 71,"94036",Rittsteig,C
Rittsteiger Straße,"306940122",Rittsteiger Straße 122,"94036",Rittsteig,C
Rittsteiger Straße,"306940120",Rittsteiger Straße 120,"94036",Rittsteig,C
Eichendorffstraße,"304070006",Eichendorffstraße 6,"94036",Rittsteig,C
Anzengruberstraße,303330002B,Anzengruberstraße 2B,"94036",Rittsteig,C
Hunostraße,"305120020",Hunostraße 20,"94036",Heining,C
Hunostraße,"305120018",Hunostraße 18,"94036",Heining,C
Hunostraße,"305120022",Hunostraße 22,"94036",Heining,C
Carossastraße,"303800006",Carossastraße 6,"94036",Heining,C
Hunostraße,"305120002",Hunostraße 2,"94036",Heining,C
Heininger Straße,"304890051",Heininger Straße 51,"94036",Heining,C
Carossastraße,"303800019",Carossastraße 19,"94036",Heining,C
Heininger Straße,"304890055",Heininger Straße 55,"94036",Heining,C
Heininger Straße,"304890057",Heininger Straße 57,"94036",Heining,C
Carossastraße,"303800021",Carossastraße 21,"94036",Heining,C
Heininger Straße,"304890053",Heininger Straße 53,"94036",Heining,C
Carossastraße,303800017A,Carossastraße 17A,"94036",Heining,C
Carossastraße,"303800023",Carossastraße 23,"94036",Heining,C
Carossastraße,"303800016",Carossastraße 16,"94036",Heining,C
Carossastraße,"303800014",Carossastraße 14,"94036",Heining,C
Carossastraße,"303800022",Carossastraße 22,"94036",Heining,C
Franz-Mader-Straße,"331400003",Franz-Mader-Straße 3,"94036",Rittsteig,C
Anzengruberstraße,"303330009",Anzengruberstraße 9,"94036",Rittsteig,C
Anzengruberstraße,"303330015",Anzengruberstraße 15,"94036",Rittsteig,C
Franz-Mader-Straße,"331400008",Franz-Mader-Straße 8,"94036",Rittsteig,C
Eichendorffstraße,"304070002",Eichendorffstraße 2,"94036",Rittsteig,C
Anzengruberstraße,"303330007",Anzengruberstraße 7,"94036",Rittsteig,C
Franz-Mader-Straße,"331400004",Franz-Mader-Straße 4,"94036",Rittsteig,C
Anzengruberstraße,"303330018",Anzengruberstraße 18,"94036",Rittsteig,C
Anzengruberstraße,"303330017",Anzengruberstraße 17,"94036",Rittsteig,C
Franz-Mader-Straße,"331400006",Franz-Mader-Straße 6,"94036",Rittsteig,C
Franz-Mader-Straße,"331400010",Franz-Mader-Straße 10,"94036",Rittsteig,C
Anzengruberstraße,"303330013",Anzengruberstraße 13,"94036",Rittsteig,C
Am Deglweiher,330060002A,Am Deglweiher 2A,"94036",Rittsteig,C
Anzengruberstraße,"303330011",Anzengruberstraße 11,"94036",Rittsteig,C
Franz-Mader-Straße,"331400001",Franz-Mader-Straße 1,"94036",Rittsteig,C
Franz-Mader-Straße,"331400009",Franz-Mader-Straße 9,"94036",Rittsteig,C
Rittsteiger Straße,"306940087",Rittsteiger Straße 87,"94036",Rittsteig,C
Anzengruberstraße,"303330010",Anzengruberstraße 10,"94036",Rittsteig,C
Anzengruberstraße,"303330014",Anzengruberstraße 14,"94036",Rittsteig,C
Anzengruberstraße,"303330016",Anzengruberstraße 16,"94036",Rittsteig,C
Rittsteiger Straße,"306940128",Rittsteiger Straße 128,"94036",Rittsteig,C
Anzengruberstraße,"303330012",Anzengruberstraße 12,"94036",Rittsteig,C
Rittsteiger Straße,"306940073",Rittsteiger Straße 73,"94036",Rittsteig,C
Rittsteiger Straße,"306940109",Rittsteiger Straße 109,"94036",Rittsteig,C
Rittsteiger Straße,"306940107",Rittsteiger Straße 107,"94036",Rittsteig,C
Anzengruberstraße,303330011A,Anzengruberstraße 11A,"94036",Rittsteig,C
Rittsteiger Straße,"306940077",Rittsteiger Straße 77,"94036",Rittsteig,C
Rittsteiger Straße,"306940105",Rittsteiger Straße 105,"94036",Rittsteig,C
Rittsteiger Straße,"306940075",Rittsteiger Straße 75,"94036",Rittsteig,C
Eichendorffstraße,"304070018",Eichendorffstraße 18,"94036",Rittsteig,C
Rittsteiger Straße,"306940124",Rittsteiger Straße 124,"94036",Rittsteig,C
Rittsteiger Straße,"306940099",Rittsteiger Straße 99,"94036",Rittsteig,C
Rittsteiger Straße,"306940097",Rittsteiger Straße 97,"94036",Rittsteig,C
Eichendorffstraße,"304070016",Eichendorffstraße 16,"94036",Rittsteig,C
Eichendorffstraße,"304070014",Eichendorffstraße 14,"94036",Rittsteig,C
Rittsteiger Straße,"306940102",Rittsteiger Straße 102,"94036",Rittsteig,C
Rittsteiger Straße,"306940104",Rittsteiger Straße 104,"94036",Rittsteig,C
Eichendorffstraße,304070003A,Eichendorffstraße 3A,"94036",Rittsteig,C
Rittsteiger Straße,"306940110",Rittsteiger Straße 110,"94036",Rittsteig,C
Eichendorffstraße,"304070001",Eichendorffstraße 1,"94036",Rittsteig,C
Carossastraße,"303800082",Carossastraße 82,"94036",Rittsteig,C
Carossastraße,"303800080",Carossastraße 80,"94036",Rittsteig,C
Am Deglweiher,"330060003",Am Deglweiher 3,"94036",Rittsteig,C
Eichendorffstraße,"304070024",Eichendorffstraße 24,"94036",Rittsteig,C
Eichendorffstraße,"304070026",Eichendorffstraße 26,"94036",Rittsteig,C
Rittsteiger Straße,"306940079",Rittsteiger Straße 79,"94036",Rittsteig,C
Eichendorffstraße,"304070011",Eichendorffstraße 11,"94036",Rittsteig,C
Eichendorffstraße,"304070022",Eichendorffstraße 22,"94036",Rittsteig,C
Eichendorffstraße,"304070020",Eichendorffstraße 20,"94036",Rittsteig,C
Rittsteiger Straße,"306940095",Rittsteiger Straße 95,"94036",Rittsteig,C
Eichendorffstraße,"304070004",Eichendorffstraße 4,"94036",Rittsteig,C
Rittsteiger Straße,"306940093",Rittsteiger Straße 93,"94036",Rittsteig,C
Eichendorffstraße,"304070010",Eichendorffstraße 10,"94036",Rittsteig,C
Eichendorffstraße,"304070012",Eichendorffstraße 12,"94036",Rittsteig,C
Eichendorffstraße,"304070008",Eichendorffstraße 8,"94036",Rittsteig,C
Eichendorffstraße,"304070017",Eichendorffstraße 17,"94036",Rittsteig,C
Rittsteiger Straße,"306940083",Rittsteiger Straße 83,"94036",Rittsteig,C
Rittsteiger Straße,"306940089",Rittsteiger Straße 89,"94036",Rittsteig,C
Eichendorffstraße,304070007A,Eichendorffstraße 7A,"94036",Rittsteig,C
Walther-Schuster-Straße,"331270007",Walther-Schuster-Straße 7,"94036",Rittsteig,C
Walther-Schuster-Straße,"331270005",Walther-Schuster-Straße 5,"94036",Rittsteig,C
Rittsteiger Straße,"306940114",Rittsteiger Straße 114,"94036",Rittsteig,C
Hermann-von-Moreau-Straße,"330730001",Hermann-von-Moreau-Straße 1,"94036",Rittsteig,C
Hermann-von-Moreau-Straße,"330730012",Hermann-von-Moreau-Straße 12,"94036",Rittsteig,C
Rittsteiger Straße,"306940085",Rittsteiger Straße 85,"94036",Rittsteig,C
Hermann-von-Moreau-Straße,"330730013",Hermann-von-Moreau-Straße 13,"94036",Rittsteig,C
Max-Tremmel-Straße,"330920011",Max-Tremmel-Straße 11,"94036",Rittsteig,C
Max-Tremmel-Straße,"330920009",Max-Tremmel-Straße 9,"94036",Rittsteig,C
Anzengruberstraße,"303330006",Anzengruberstraße 6,"94036",Rittsteig,C
Anzengruberstraße,"303330004",Anzengruberstraße 4,"94036",Rittsteig,C
Max-Tremmel-Straße,"330920005",Max-Tremmel-Straße 5,"94036",Rittsteig,C
Max-Tremmel-Straße,"330920007",Max-Tremmel-Straße 7,"94036",Rittsteig,C
Anzengruberstraße,303330006A,Anzengruberstraße 6A,"94036",Rittsteig,C
Anzengruberstraße,303330008A,Anzengruberstraße 8A,"94036",Rittsteig,C
Anzengruberstraße,"303330008",Anzengruberstraße 8,"94036",Rittsteig,C
Max-Tremmel-Straße,"330920003",Max-Tremmel-Straße 3,"94036",Rittsteig,C
Anzengruberstraße,303330004A,Anzengruberstraße 4A,"94036",Rittsteig,C
Max-Tremmel-Straße,"330920001",Max-Tremmel-Straße 1,"94036",Rittsteig,C
Anzengruberstraße,303330004B,Anzengruberstraße 4B,"94036",Rittsteig,C
Anzengruberstraße,"303330002",Anzengruberstraße 2,"94036",Rittsteig,C
Rittsteiger Straße,"306940112",Rittsteiger Straße 112,"94036",Rittsteig,C
Walther-Schuster-Straße,"331270011",Walther-Schuster-Straße 11,"94036",Rittsteig,C
Walther-Schuster-Straße,"331270001",Walther-Schuster-Straße 1,"94036",Rittsteig,C
Eichendorffstraße,"304070019",Eichendorffstraße 19,"94036",Rittsteig,C
Anzengruberstraße,303330002A,Anzengruberstraße 2A,"94036",Rittsteig,C
Walther-Schuster-Straße,"331270003",Walther-Schuster-Straße 3,"94036",Rittsteig,C
Walther-Schuster-Straße,"331270009",Walther-Schuster-Straße 9,"94036",Rittsteig,C
Eichendorffstraße,"304070013",Eichendorffstraße 13,"94036",Rittsteig,C
Rittsteiger Straße,"306940090",Rittsteiger Straße 90,"94036",Rittsteig,C
Rittsteiger Straße,"306940088",Rittsteiger Straße 88,"94036",Rittsteig,C
Rittsteiger Straße,"306940092",Rittsteiger Straße 92,"94036",Rittsteig,C
Rittsteiger Straße,"306940096",Rittsteiger Straße 96,"94036",Rittsteig,C
Rittsteiger Straße,"306940100",Rittsteiger Straße 100,"94036",Rittsteig,C
Rittsteiger Straße,"306940098",Rittsteiger Straße 98,"94036",Rittsteig,C
Rittsteiger Straße,"306940106",Rittsteiger Straße 106,"94036",Rittsteig,C
Rittsteiger Straße,"306940108",Rittsteiger Straße 108,"94036",Rittsteig,C
Martin-Seitz-Straße,"324840047",Martin-Seitz-Straße 47,"94036",Neustift,C
Martin-Seitz-Straße,"324840045",Martin-Seitz-Straße 45,"94036",Neustift,C
Waldweg,"307920005",Waldweg 5,"94036",Neustift,C
Alte Poststraße,"303050053",Alte Poststraße 53,"94036",Neustift,C
Alte Poststraße,"303050073",Alte Poststraße 73,"94036",Rittsteig,C
Alte Poststraße,"303050063",Alte Poststraße 63,"94036",Neustift,C
Alte Poststraße,303050075B,Alte Poststraße 75B,"94036",Rittsteig,C
Alte Poststraße,"303050051",Alte Poststraße 51,"94036",Neustift,C
Alte Poststraße,303050075C,Alte Poststraße 75C,"94036",Rittsteig,C
Eichendorffstraße,"304070005",Eichendorffstraße 5,"94036",Rittsteig,C
Am Deglweiher,"330060004",Am Deglweiher 4,"94036",Rittsteig,C
Am Deglweiher,"330060002",Am Deglweiher 2,"94036",Rittsteig,C
Eichendorffstraße,"304070003",Eichendorffstraße 3,"94036",Rittsteig,C
Am Deglweiher,"330060005",Am Deglweiher 5,"94036",Rittsteig,C
Eichendorffstraße,304070001A,Eichendorffstraße 1A,"94036",Rittsteig,C
Am Deglweiher,330060001A,Am Deglweiher 1A,"94036",Rittsteig,C
Anzengruberstraße,"303330005",Anzengruberstraße 5,"94036",Rittsteig,C
Am Deglweiher,"330060001",Am Deglweiher 1,"94036",Rittsteig,C
Am Deglweiher,"330060009",Am Deglweiher 9,"94036",Rittsteig,C
Am Deglweiher,"330060007",Am Deglweiher 7,"94036",Rittsteig,C
Am Deglweiher,"330060008",Am Deglweiher 8,"94036",Rittsteig,C
Anzengruberstraße,"303330001",Anzengruberstraße 1,"94036",Rittsteig,C
Am Deglweiher,"330060006",Am Deglweiher 6,"94036",Rittsteig,C
Am Deglweiher,"330060012",Am Deglweiher 12,"94036",Rittsteig,C
Carossastraße,303800080A,Carossastraße 80A,"94036",Rittsteig,C
Anzengruberstraße,"303330003",Anzengruberstraße 3,"94036",Rittsteig,C
Am Deglweiher,"330060010",Am Deglweiher 10,"94036",Rittsteig,C
Rittsteiger Straße,"306940130",Rittsteiger Straße 130,"94036",Rittsteig,C
Rittsteiger Straße,"306940132",Rittsteiger Straße 132,"94036",Rittsteig,C
Rittsteiger Straße,"306940134",Rittsteiger Straße 134,"94036",Rittsteig,C
Carossastraße,"303800076",Carossastraße 76,"94036",Heining,C
Carossastraße,303800076A,Carossastraße 76A,"94036",Heining,C
Eichendorffstraße,"304070009",Eichendorffstraße 9,"94036",Rittsteig,C
Rittsteiger Straße,"306940136",Rittsteiger Straße 136,"94036",Rittsteig,C
Eichendorffstraße,"304070007",Eichendorffstraße 7,"94036",Rittsteig,C
Alte Poststraße,"303050076",Alte Poststraße 76,"94036",Rittsteig,C
Alte Poststraße,"303050079",Alte Poststraße 79,"94036",Rittsteig,C
Alte Poststraße,303050079D,Alte Poststraße 79D,"94036",Rittsteig,C
Rittsteiger Straße,"306940118",Rittsteiger Straße 118,"94036",Rittsteig,C
Rittsteiger Straße,306940118B,Rittsteiger Straße 118B,"94036",Rittsteig,C
Rittsteiger Straße,306940118A,Rittsteiger Straße 118A,"94036",Rittsteig,C
Rittsteiger Straße,"306940116",Rittsteiger Straße 116,"94036",Rittsteig,C
Alte Poststraße,"303050086",Alte Poststraße 86,"94036",Rittsteig,C
Scherlweg,"307130006",Scherlweg 6,"94036",Rittsteig,C
Alte Poststraße,303050079A,Alte Poststraße 79A,"94036",Rittsteig,C
Alte Poststraße,303050077C,Alte Poststraße 77C,"94036",Rittsteig,C
Alte Poststraße,303050079B,Alte Poststraße 79B,"94036",Rittsteig,C
Alte Poststraße,"303050082",Alte Poststraße 82,"94036",Rittsteig,C
Alte Poststraße,"303050084",Alte Poststraße 84,"94036",Rittsteig,C
Carossastraße,"303800018",Carossastraße 18,"94036",Heining,C
Senefelderstraße,"275870005",Senefelderstraße 5,"94036",Rittsteig,C
Senefelderstraße,"275870007",Senefelderstraße 7,"94036",Rittsteig,C
Feldweg,"304220014",Feldweg 14,"94036",Neustift,C
Eichetstraße,"304090040",Eichetstraße 40,"94036",Neustift,C
Waldweg,"307920007",Waldweg 7,"94036",Neustift,C
Feldweg,"304220016",Feldweg 16,"94036",Neustift,C
Richterstraße,"306910017",Richterstraße 17,"94036",Rittsteig,C
Alte Poststraße,303050060A,Alte Poststraße 60A,"94036",Rittsteig,C
Richterstraße,"306910015",Richterstraße 15,"94036",Rittsteig,C
Rittsteiger Straße,"306940121",Rittsteiger Straße 121,"94036",Rittsteig,C
Richterstraße,"306910025",Richterstraße 25,"94036",Rittsteig,C
Rittsteiger Straße,"306940113",Rittsteiger Straße 113,"94036",Rittsteig,C
Rittsteiger Straße,"306940115",Rittsteiger Straße 115,"94036",Rittsteig,C
Rittsteiger Straße,"306940119",Rittsteiger Straße 119,"94036",Rittsteig,C
Rittsteiger Straße,"306940117",Rittsteiger Straße 117,"94036",Rittsteig,C
Alte Poststraße,303050075A,Alte Poststraße 75A,"94036",Rittsteig,C
Alte Poststraße,"303050055",Alte Poststraße 55,"94036",Neustift,C
Alte Poststraße,"303050057",Alte Poststraße 57,"94036",Neustift,C
Alte Poststraße,"303050075",Alte Poststraße 75,"94036",Rittsteig,C
Alte Poststraße,303050073B,Alte Poststraße 73B,"94036",Rittsteig,C
Alte Poststraße,303050075F,Alte Poststraße 75F,"94036",Rittsteig,C
Alte Poststraße,"303050049",Alte Poststraße 49,"94036",Neustift,C
Alte Poststraße,303050069B,Alte Poststraße 69B,"94036",Rittsteig,C
Alte Poststraße,"303050071",Alte Poststraße 71,"94036",Rittsteig,C
Alte Poststraße,"303050036",Alte Poststraße 36,"94036",Neustift,C
Alte Poststraße,303050069C,Alte Poststraße 69C,"94036",Rittsteig,C
Alte Poststraße,303050071A,Alte Poststraße 71A,"94036",Rittsteig,C
Alte Poststraße,303050073A,Alte Poststraße 73A,"94036",Rittsteig,C
Alte Poststraße,303050071B,Alte Poststraße 71B,"94036",Rittsteig,C
Feldweg,"304220006",Feldweg 6,"94036",Neustift,C
Waldweg,"307920001",Waldweg 1,"94036",Neustift,C
Feldweg,"304220008",Feldweg 8,"94036",Neustift,C
Alte Poststraße,"303050040",Alte Poststraße 40,"94036",Neustift,C
Alte Poststraße,303050046A,Alte Poststraße 46A,"94036",Rittsteig,C
Alte Poststraße,303050046C,Alte Poststraße 46C,"94036",Rittsteig,C
Feldweg,"304220003",Feldweg 3,"94036",Neustift,C
Feldweg,"304220001",Feldweg 1,"94036",Neustift,C
Alte Poststraße,"303050046",Alte Poststraße 46,"94036",Rittsteig,C
Alte Poststraße,"303050044",Alte Poststraße 44,"94036",Neustift,C
Alte Poststraße,303050050A,Alte Poststraße 50A,"94036",Rittsteig,C
Alte Poststraße,303050046B,Alte Poststraße 46B,"94036",Rittsteig,C
Baptist-Kitzlinger-Straße,"330190006",Baptist-Kitzlinger-Straße 6,"94036",Neustift,C
Alte Poststraße,303050046D,Alte Poststraße 46D,"94036",Rittsteig,C
Alte Poststraße,"303050054",Alte Poststraße 54,"94036",Rittsteig,C
Richterstraße,"306910021",Richterstraße 21,"94036",Rittsteig,C
Alte Poststraße,"303050052",Alte Poststraße 52,"94036",Rittsteig,C
Alte Poststraße,303050064A,Alte Poststraße 64A,"94036",Rittsteig,C
Alte Poststraße,303050052A,Alte Poststraße 52A,"94036",Rittsteig,C
Alte Poststraße,"303050056",Alte Poststraße 56,"94036",Rittsteig,C
Alte Poststraße,303050056A,Alte Poststraße 56A,"94036",Rittsteig,C
Richterstraße,306910021A,Richterstraße 21A,"94036",Rittsteig,C
Alte Poststraße,"303050060",Alte Poststraße 60,"94036",Rittsteig,C
Alte Poststraße,"303050064",Alte Poststraße 64,"94036",Rittsteig,C
Richterstraße,"306910023",Richterstraße 23,"94036",Rittsteig,C
Alte Poststraße,"303050062",Alte Poststraße 62,"94036",Rittsteig,C
Alte Poststraße,303050064B,Alte Poststraße 64B,"94036",Rittsteig,C
Alte Poststraße,303050050B,Alte Poststraße 50B,"94036",Rittsteig,C
Baptist-Kitzlinger-Straße,"330190012",Baptist-Kitzlinger-Straße 12,"94036",Neustift,C
Baptist-Kitzlinger-Straße,"330190014",Baptist-Kitzlinger-Straße 14,"94036",Neustift,C
Baptist-Kitzlinger-Straße,"330190008",Baptist-Kitzlinger-Straße 8,"94036",Neustift,C
Eichetstraße,"304090025",Eichetstraße 25,"94036",Neustift,C
Alte Poststraße,"303050058",Alte Poststraße 58,"94036",Rittsteig,C
Eichetstraße,"304090021",Eichetstraße 21,"94036",Neustift,C
Alte Poststraße,"303050048",Alte Poststraße 48,"94036",Rittsteig,C
Alte Poststraße,303050081A,Alte Poststraße 81A,"94036",Rittsteig,C
Rittsteiger Straße,"306940111",Rittsteiger Straße 111,"94036",Rittsteig,C
Richterstraße,306910023A,Richterstraße 23A,"94036",Rittsteig,C
Alte Poststraße,"303050074",Alte Poststraße 74,"94036",Rittsteig,C
Alte Poststraße,"303050068",Alte Poststraße 68,"94036",Rittsteig,C
Alte Poststraße,303050066A,Alte Poststraße 66A,"94036",Rittsteig,C
Alte Poststraße,"303050066",Alte Poststraße 66,"94036",Rittsteig,C
Alte Poststraße,303050068A,Alte Poststraße 68A,"94036",Rittsteig,C
Feldweg,"304220002",Feldweg 2,"94036",Neustift,C
Alte Poststraße,303050062A,Alte Poststraße 62A,"94036",Rittsteig,C
Waldweg,"307920003",Waldweg 3,"94036",Neustift,C
Alte Poststraße,303050062C,Alte Poststraße 62C,"94036",Rittsteig,C
Alte Poststraße,303050062B,Alte Poststraße 62B,"94036",Rittsteig,C
Richterstraße,"306910012",Richterstraße 12,"94036",Rittsteig,C
Richterstraße,"306910010",Richterstraße 10,"94036",Rittsteig,C
Deglgasse,303830001A,Deglgasse 1A,"94036",Rittsteig,C
Deglgasse,303830001B,Deglgasse 1B,"94036",Rittsteig,C
Deglgasse,"303830001",Deglgasse 1,"94036",Rittsteig,C
Deglgasse,"303830005",Deglgasse 5,"94036",Rittsteig,C
Alte Poststraße,303050077A,Alte Poststraße 77A,"94036",Rittsteig,C
Alte Poststraße,"303050077",Alte Poststraße 77,"94036",Rittsteig,C
Gründoblweg,"304720003",Gründoblweg 3,"94036",Rittsteig,C
Alte Poststraße,303050075E,Alte Poststraße 75E,"94036",Rittsteig,C
Anrichterstraße,"303300023",Anrichterstraße 23,"94036",Heining,C
Pettenkoferstraße,"306630011",Pettenkoferstraße 11,"94036",Heining,C
Pettenkoferstraße,"306630018",Pettenkoferstraße 18,"94036",Heining,C
Pettenkoferstraße,"306630016",Pettenkoferstraße 16,"94036",Heining,C
Anrichterstraße,"303300015",Anrichterstraße 15,"94036",Heining,C
Pettenkoferstraße,"306630014",Pettenkoferstraße 14,"94036",Heining,C
Dr.-Winklhofer-Straße,"330470041",Dr.-Winklhofer-Straße 41,"94036",Heining,C
Doblsteiner Weg,"303860004",Doblsteiner Weg 4,"94036",Heining,C
Alte Poststraße,"303050081",Alte Poststraße 81,"94036",Rittsteig,C
Höhenreutweg,"305000004",Höhenreutweg 4,"94036",Rittsteig,C
Richterstraße,"306910019",Richterstraße 19,"94036",Rittsteig,C
Höhenreutweg,"305000005",Höhenreutweg 5,"94036",Rittsteig,C
Gionstraße,"304530075",Gionstraße 75,"94036",Heining,C
Alte Poststraße,303050087A,Alte Poststraße 87A,"94036",Rittsteig,C
Höhenreutweg,"305000003",Höhenreutweg 3,"94036",Rittsteig,C
Carossastraße,"303800029",Carossastraße 29,"94036",Rittsteig,C
Carossastraße,303800027A,Carossastraße 27A,"94036",Heining,C
Carossastraße,303800027B,Carossastraße 27B,"94036",Heining,C
Alte Poststraße,"303050087",Alte Poststraße 87,"94036",Rittsteig,C
Alte Poststraße,"303050080",Alte Poststraße 80,"94036",Rittsteig,C
Neustifter Straße,306350034B,Neustifter Straße 34B,"94036",Neustift,C
Neustifter Straße,306350036B,Neustifter Straße 36B,"94036",Neustift,C
Buchenstraße,"303760009",Buchenstraße 9,"94036",Heining,C
Buchenstraße,"303760011",Buchenstraße 11,"94036",Heining,C
Buchenstraße,"303760003",Buchenstraße 3,"94036",Heining,C
Buchenstraße,303760007B,Buchenstraße 7B,"94036",Heining,C
Anrichterstraße,"303300017",Anrichterstraße 17,"94036",Heining,C
Anrichterstraße,303300017A,Anrichterstraße 17A,"94036",Heining,C
Anrichterstraße,"303300019",Anrichterstraße 19,"94036",Heining,C
Pettenkoferstraße,"306630017",Pettenkoferstraße 17,"94036",Heining,C
Anrichterstraße,"303300021",Anrichterstraße 21,"94036",Heining,C
Einbüglweg,"304100012",Einbüglweg 12,"94036",Heining,C
Gionstraße,"304530051",Gionstraße 51,"94036",Heining,C
Gionstraße,"304530047",Gionstraße 47,"94036",Heining,C
Neustifter Straße,"306350023",Neustifter Straße 23,"94036",Heining,C
Neustifter Straße,"306350025",Neustifter Straße 25,"94036",Heining,C
Neustifter Straße,306350025A,Neustifter Straße 25A,"94036",Heining,C
Carossastraße,"303800074",Carossastraße 74,"94036",Heining,C
Neustifter Straße,306350030B,Neustifter Straße 30B,"94036",Heining,C
Neustifter Straße,"306350030",Neustifter Straße 30,"94036",Heining,C
Buchenstraße,303760003A,Buchenstraße 3A,"94036",Heining,C
Buchenstraße,"303760001",Buchenstraße 1,"94036",Heining,C
Neustifter Straße,"306350037",Neustifter Straße 37,"94036",Neustift,C
Neustifter Straße,306350037A,Neustifter Straße 37A,"94036",Neustift,C
Pater-Rupert-Mayer-Straße,331040004A,Pater-Rupert-Mayer-Straße 4A,"94036",Heining,C
Neustifter Straße,"306350041",Neustifter Straße 41,"94036",Neustift,C
Doblsteiner Weg,"303860002",Doblsteiner Weg 2,"94036",Heining,C
Neustifter Straße,"306350045",Neustifter Straße 45,"94036",Neustift,C
Pater-Rupert-Mayer-Straße,"331040010",Pater-Rupert-Mayer-Straße 10,"94036",Heining,C
Pater-Rupert-Mayer-Straße,331040018A,Pater-Rupert-Mayer-Straße 18A,"94036",Heining,C
Dr.-Winklhofer-Straße,330470001A,Dr.-Winklhofer-Straße 1A,"94036",Heining,C
Neustifter Straße,306350038A,Neustifter Straße 38A,"94036",Neustift,C
Neustifter Straße,"306350019",Neustifter Straße 19,"94036",Heining,C
Doblsteiner Weg,"303860006",Doblsteiner Weg 6,"94036",Heining,C
Neustifter Straße,"306350043",Neustifter Straße 43,"94036",Neustift,C
Neustifter Straße,306350024A,Neustifter Straße 24A,"94036",Heining,C
Hofmannsthalstraße,"305050001",Hofmannsthalstraße 1,"94036",Heining,C
Neustifter Straße,306350033A,Neustifter Straße 33A,"94036",Neustift,C
Dr.-Winklhofer-Straße,330470003A,Dr.-Winklhofer-Straße 3A,"94036",Heining,C
Neustifter Straße,306350024C,Neustifter Straße 24C,"94036",Heining,C
Neustifter Straße,306350031A,Neustifter Straße 31A,"94036",Neustift,C
Neustifter Straße,"306350033",Neustifter Straße 33,"94036",Neustift,C
Hofmannsthalstraße,305050001A,Hofmannsthalstraße 1A,"94036",Heining,C
Hofmannsthalstraße,"305050003",Hofmannsthalstraße 3,"94036",Heining,C
Neustifter Straße,306350035A,Neustifter Straße 35A,"94036",Neustift,C
Neustifter Straße,"306350035",Neustifter Straße 35,"94036",Neustift,C
Neustifter Straße,"306350021",Neustifter Straße 21,"94036",Heining,C
Neustifter Straße,306350037B,Neustifter Straße 37B,"94036",Neustift,C
Neustifter Straße,306350037D,Neustifter Straße 37D,"94036",Neustift,C
Dr.-Winklhofer-Straße,330470004A,Dr.-Winklhofer-Straße 4A,"94036",Heining,C
Dr.-Winklhofer-Straße,"330470004",Dr.-Winklhofer-Straße 4,"94036",Heining,C
Neustifter Straße,306350037C,Neustifter Straße 37C,"94036",Neustift,C
Neustifter Straße,306350024B,Neustifter Straße 24B,"94036",Heining,C
Pater-Rupert-Mayer-Straße,331040011A,Pater-Rupert-Mayer-Straße 11A,"94036",Heining,C
Neustifter Straße,306350036A,Neustifter Straße 36A,"94036",Neustift,C
Gionstraße,"304530053",Gionstraße 53,"94036",Heining,C
Neustifter Straße,306350034A,Neustifter Straße 34A,"94036",Neustift,C
Anrichterstraße,"303300011",Anrichterstraße 11,"94036",Heining,C
Gionstraße,"304530049",Gionstraße 49,"94036",Heining,C
Neustifter Straße,306350021B,Neustifter Straße 21B,"94036",Heining,C
Einbüglweg,"304100002",Einbüglweg 2,"94036",Heining,C
Carossastraße,"303800054",Carossastraße 54,"94036",Heining,C
Neustifter Straße,306350030D,Neustifter Straße 30D,"94036",Heining,C
Neustifter Straße,306350021A,Neustifter Straße 21A,"94036",Heining,C
Neustifter Straße,306350030E,Neustifter Straße 30E,"94036",Heining,C
Gartenstraße,"304480001",Gartenstraße 1,"94036",Neustift,C
